5.03,-6.3
5.31,-6.01
4.06,-4.21
6.67,-5.12
5.13,-4.45
5.53,-5.96
4.05,-6.63
5.85,-4.24
5.39,-3.81
3.84,-3.37
5.04,-6.53
4.55,-6.34
5.11,-6.47
4.75,-5.04
4.81,-5.62
3.97,-3.69
4.68,-6.46
5.77,-6.74
6.74,-4.79
3.84,-3.81
7.38,-5.8
6.53,-6.27
5.17,-5.15
4.7,-6.64
4.3,-4.98
5.83,-4.17
4.31,-4.78
4.54,-6.91
5.88,-5.54
5.44,-5.3
5.9,-3.19
5.5,-4.09
4.6,-5.06
4.49,-3.69
5.8,-6.04
4.33,-5.35
6.19,-3.59
5.79,-3.5
5.29,-4.27
5,-4.51
5.37,-5.59
8.53,-4.26
4.89,-5.83
3.44,-4.43
6.92,-4.72
5.61,-3.86
4.35,-5.43
7.62,-4.36
5.55,-4.21
5.29,-5.9
4.22,-4.84
3.94,-3.4
3.23,-4.89
4.58,-5.31
3.95,-4.54
5.65,-5.28
4.68,-4.56
6.77,-5.13
6.51,-5.02
5.16,-4.54
4.72,-3.64
6.15,-4.55
3.85,-3.35
5.67,-7.03
4.33,-5.45
4.6,-4.76
4.33,-5.84
5.58,-6.28
4.22,-4.38
3.94,-4.39
5.55,-4.71
4.58,-4.6
5.36,-5.87
4.65,-5.5
5.27,-5.11
2.44,-5.69
5.47,-4.67
6.85,-2.63
6.04,-5.48
5.91,-4.35
4.76,-6.03
5.18,-3.66
5.24,-5.97
5.1,-4.79
4.17,-5.62
4.65,-4.49
4.83,-4.99
4.52,-5.04
5.84,-2.05
7.54,-5.63
3.68,-5.05
5.13,-2.32
3.56,-6.15
6.3,-4.45
6.41,-6.08
3.34,-3.97
6.94,-4.67
3.92,-4.35
5.23,-5.28
6.1,-4.75
5.15,-3.53
7.3,-7.28
7.75,-6.63
5.14,-4.58
3.09,-5.65
4.64,-5.3
4.15,-6.5
4.24,-5.9
3.87,-5.4
5.08,-5.73
7.11,-5.87
4.28,-5.42
4.72,-5.94
6.17,-3.66
6.21,-5.99
5.49,-3.18
6.03,-5.37
5.87,-6.45
4.62,-5.62
5.43,-4.07
4.7,-3.94
4.1,-4.84
5.63,-4.71
5.07,-4.37
4.81,-6.46
5.29,-5.58
5.99,-6.83
5.39,-5.45
5.19,-4.05
5.28,-4.28
5.05,-2.71
4.23,-4.83
5.79,-7.16
6.41,-3.31
4.47,-3.72
6.93,-5.58
4.82,-4.78
4.76,-4.22
4.1,-4.62
4.21,-4.3
4.05,-5.11
5.35,-5.04
6.6,-4.91
5.53,-5.79
5.85,-3.58
6.34,-4.99
2.5,-4.31
4.83,-5.85
-6.08,4.58
-5.09,4.85
-5.25,4.72
-3.81,5.24
-4.39,5.75
-4.46,4.71
-6.44,5.46
-5.97,6.76
-4.8,5.93
-5.35,5.83
-3.71,4.19
-3.66,4.47
-5.58,5.24
-4.12,4.9
-3.6,3.38
-4.68,3.49
-3.38,6.03
-3.94,4.24
-4.79,7.08
-4.12,2.78
-4.81,5.45
-5.41,5
-4.64,4.24
-4.96,5.4
-5.36,4.21
-3.23,5.86
-4.78,5.07
-2.27,3.36
-5.3,2.58
-4.44,4.72
-3.42,6.15
-2.27,5.18
-4.7,5.05
-5.79,5.69
-4.2,3.61
-6.32,6.43
-5.27,4.11
-4.73,5.04
-3.51,4.64
-3.56,5.15
-5.03,3.06
-4.08,6.52
-5.32,5.55
-4.34,7.01
-3.08,6.42
-4.84,5.01
-5.3,4.06
-5.5,3.26
-4.28,5.02
-3.66,5.22
-2.87,6.05
-4.95,4.05
-4.84,5.79
-5.63,5.07
-3.39,4.23
-5.08,5.77
-5.47,5.27
-2.82,4.76
-4.19,6.88
-4.28,5.61
-6.01,4.89
-4.57,5.28
-4.48,5.09
-6.09,5.17
-5.23,5.45
-5.4,4.4
-4.47,4.2
-6.01,5.36
-3.91,6.89
-3.22,4.69
-5.3,3.99
-5.01,4.76
-4.49,4.52
-3.8,4.67
-4.48,5.48
-4.6,4.87
-5.48,4.41
-5.23,4.56
-4.39,3.68
-3.32,4.14
-4.43,3.59
-6.21,4.48
-4.57,3.91
-5.09,4.29
-5.24,4.7
-5.22,3.8
-5.88,4.98
-5.32,5.34
-5.78,4.04
-5.37,6.11
-4.88,3.41
-4.83,4.61
-5.22,3.52
-5.15,4.66
-4.97,3.68
-4.54,4.43
-3.72,4.26
-4.38,3.82
-5.29,2.94
-4.4,5.57
-5.25,7
-6.78,7.22
-7.35,4.51
-6.71,4.95
-5.24,4.53
-5.62,5.08
-5.72,4.08
-4.96,3.08
-5.66,4.96
-5.63,3.77
-4.39,3.1
-4.22,7.37
-2.56,4.77
-4.7,5.4
-4.94,6.19
-5.57,3.32
-5.2,5.41
-5.05,5.5
-6.76,5.08
-5.26,5.16
-4.25,4.47
-5.57,5.72
-4.51,4.15
-4.01,4.2
-3.92,5.73
-4.22,6.69
-7.26,4.61
-5.56,4.49
-4.1,5.41
-4.61,6.07
-5,5.97
-4.56,5.27
-3.87,4.37
-4.85,5.63
-5.76,4.92
-5.18,6.38
-5.21,3.59
-4.1,5.14
-4.59,6.29
-4.45,4.51
-4.85,4.38
-5.36,4.07
-4.94,4.72
-4.78,4.8
-6.4,5.14
-4.82,4.12
-4.07,5.08
-5.11,4.4
-3.43,4.63
-4.44,4.16
5.64,0
1.24,0
2.78,0
3.22,0
3.7,0
-6.61,0
-3.38,0
-1.76,0
-7.99,0
-7.01,0
1.79,0
1.79,0
4.62,0
1.83,0
-3.83,0
-0.08,0
-3.58,0
4.34,0
-7.55,0
4.3,0
2.49,0
3.87,0
-2.89,0
0.99,0
-0.21,0
-7.55,0
2.42,0
2.21,0
-3.72,0
6.2,0
-8.83,0
-2.06,0
-1.95,0
-3.57,0
-3.32,0
2.42,0
-4.37,0
0.34,0
-2.13,0
-0.64,0
9.66,0
-2.71,0
4.43,0
0.19,0
0.16,0
-9.51,0
5.1,0
0.77,0
-2.17,0
0.19,0
-0.55,0
9.16,0
-5.53,0
-2.81,0
1.31,0
9.27,0
1.29,0
5.56,0
3.76,0
3.59,0
6.44,0
11.46,0
0.74,0
-1.45,0
0.94,0
-1.52,0
-11.56,0
-0.58,0
0.84,0
-1.83,0
-1.08,0
6.18,0
0.41,0
-0.15,0
-3.31,0
-2.79,0
-0.5,0
0.64,0
1.94,0
8.18,0
6.78,0
-5.99,0
8.78,0
-4.93,0
12.86,0
1,0
-2.19,0
-10.11,0
-1.99,0
7.71,0
-2.06,0
-2.25,0
-6.57,0
-5.87,0
-2.89,0
1.8,0
-10.31,0
3.34,0
-2.41,0
4.02,0
-0.02,0
-2.21,0
2.51,0
2.53,0
10.13,0
-6.51,0
-3.51,0
-6.12,0
-2.85,0
-2.53,0
-2.21,0
-2.34,0
-2.55,0
-1.19,0
2.14,0
5.57,0
-1.82,0
9.14,0
4.36,0
6.1,0
-4.9,0
-9.14,0
1.63,0
1.72,0
-8.5,0
-7.43,0
1.76,0
5.18,0
6.78,0
-4.59,0
3.02,0
3.07,0
-0.16,0
-5.26,0
-5.52,0
3.7,0
-8.41,0
-1.47,0
0.7,0
5.46,0
-1.8,0
-6.96,0
1.74,0
-3.6,0
8.89,0
-4.34,0
0.86,0
10.21,0
5.27,0
-0.08,0
2.4,0
12.01,0
7,0
-6.64,0
0.92,0
5.32,0
-7.67,0
1.44,0
-0.34,0
1.44,0
-4.03,0
-9.13,0
-5.36,0
9.37,0
-0.65,0
-4.76,0
7.34,0
4.59,0
-4.31,0
5.37,0
5.55,0
-3.87,0
2.7,0
-1.85,0
6.25,0
-6.31,0
-2.04,0
4.1,0
-0.4,0
2.88,0
8.69,0
-2.13,0
-5.48,0
7.81,0
-2.19,0
1.59,0
-2.91,0
-7.84,0
-4.74,0
6.56,0
-2.08,0
-0.75,0
1.5,0
5.88,0
0.76,0
-1.29,0
-4.26,0
2.91,0
-10.44,0
-5.87,0
0,3.68
0,2.23
0,-6.38
0,2.69
0,2.35
0,-5.92
0,-0.36
0,8.01
0,-2.47
0,-6.74
0,0.79
0,-2.8
0,-1.79
0,2.05
0,-0.27
0,-1.91
0,-5.16
0,-4.1
0,-5.12
0,-3.03
0,8.8
0,0.74
0,-2.75
0,-0.64
0,1.23
0,1.38
0,1.59
0,5.45
0,-1.72
0,1.78
0,-3.09
0,-9.29
0,-2.86
0,7.09
0,-1.77
0,5.11
0,3.01
0,-2.99
0,9.57
0,4.37
0,4.51
0,-4.55
0,-3.24
0,3.23
0,6
0,-0.13
0,8.56
0,-0.64
0,3.59
0,0.02
0,5.47
0,-1.64
0,-0.16
0,-7.54
0,1.51
0,0.45
0,2.64
0,1.69
0,-3.35
0,3.32
0,13.05
0,-3.21
0,4.66
0,-2.89
0,-4.54
0,-5.61
0,2.88
0,0.17
0,4.37
0,-0.95
0,-5.88
0,-0.99
0,-0.37
0,3.06
0,-6.05
0,-9.22
0,2.29
0,-3.88
0,-2.45
0,2.75
0,0.09
0,0.82
0,5.92
0,5.33
0,0.02
0,-2.66
0,-5.97
0,1.58
0,11.57
0,5.24
0,1.12
0,-5.49
0,-6.13
0,-2.65
0,-18.71
0,2.09
0,6.22
0,0.55
0,-1.64
0,6.76
0,-2.14
0,-2.9
0,4.63
0,0.03
0,-3.17
0,4.29
0,-2.4
0,7.45
0,-3.15
0,-2.97
0,-3.14
0,1.78
0,6.53
0,1.83
0,3.86
0,6.28
0,-0.64
0,4.74
0,-0.62
0,10.5
0,1.3
0,-2.73
0,0.5
0,-3.66
0,-7.62
0,1.75
0,1.16
0,3.27
0,-4.22
0,-4.03
0,-2.45
0,-5.03
0,13.46
0,1.86
0,-3.27
0,2.12
0,6.15
0,3.39
0,4.58
0,2.4
0,-7.54
0,-3.8
0,5.3
0,-0.99
0,1.3
0,2.77
0,-5.11
0,0.95
0,-2.17
0,-7.37
0,1.97
0,-4.22
0,-2.51
0,-6.7
0,-3.01
0,2.2
0,7.86
0,-5.66
0,1.73
0,2.62
0,5.22
0,6.3
0,-5.53
0,0.31
0,6.15
0,2.73
0,7
0,6.08
0,11.72
0,-13.1
0,-1.66
0,-1.69
0,-7.12
0,-2.61
0,7.11
0,0.3
0,4.8
0,8.17
0,-1.45
0,-2.05
0,-6.59
0,-1.39
0,-3.57
0,-1.1
0,-1.13
0,-3.64
0,-5.72
0,-1.89
0,0.07
0,-4.48
0,1.76
0,-0.72
0,-1.3
0,4.56
0,11.53
0,4.24
0,3.21
0,0.02
0,0.65
0,2.91
